account,whitelisted_PLTS,whitelisted_pHRMS,whitelisted_pHRMS_WEI,airdropped_pHRMS,airdropped_WEI,total_pHRMS,total_PLTS
0xa78f2c13FCB8b6999Ab10F160c10C4Fd2d18384F,2497.3873632673694,1650.8153758376286,1.6508153758376285e+21,0,0,1650.8153758376286,2497.3873632673694
0x908d544c866104a22a4818a052cfa423Aa335BF9,960.2262157659869,634.7258036874937,634725803687493600000,0,0,634.7258036874937,960.2262157659869
0x2F87423B6a9193c9ddc5070DadbD3ac7f05Bcc31,47.016227712985376,31.07852340573009,31078523405730087000,3.615422319279505,3615422319279505400,34.69394572500959,52.485712759707845
0xF473dBEfC340bfC174aF3865fB2248fc071Cb3C8,1272.8029944395043,841.3443523170257,841344352317025800000,0,0,841.3443523170257,1272.8029944395043
0x19d2eF4966b2880E9224d576b2B8f6ddc15F59A4,32.096256362754666,21.21616946164918,21216169461649183000,0,0,21.21616946164918,32.096256362754666
0xB0848EE9F1C0E3c3114e7214881089eFf6690C53,471.70941380705074,311.80791762365703,311807917623657100000,0,0,311.80791762365703,471.70941380705074
0x3b2eFe092ba48FEa5efdb91DE890AE1A8245A7f0,8.3989285691729,5.551834139343391,5551834139343392000,0,0,5.551834139343391,8.3989285691729
0xCFE8a0410Bc17B061005e4f1951C675e17f594f8,1583.31387547265,1046.5973075909596,1.0465973075909597e+21,24.836325333870647,24836325333870645000,1071.4336329248304,1583.31387547265
0x72355E1377e4C7E4516acA780F2CEc1C6d3820a9,45.47006830797857,30.05648583285561,30056485832855600000,0.17960027629296121,179600276292961200,30.236086109148573,45.74177129004329
0x4618F344F19DBaB977d5919d3e3a3256274d043d,401.0714658503166,265.11503676754825,265115036767548280000,0,0,265.11503676754825,401.0714658503166
0x4DDF076601774471c9c2DBdcf02A361a3451f11F,21.461118332197806,14.186162966369583,14186162966369583000,0,0,14.186162966369583,21.461118332197806
0xfB7e876cDB3cdacd76C56Af9CFC0C5F105048a68,81.99652642467011,54.20109374223263,54201093742232625000,11.310045937503595,11310045937503592000,65.51113967973622,99.10659591863944
0x64d50eCD91e6FC9a549C95226D616D4BaF614D20,393.83092838598736,260.3289187823091,260328918782309040000,0,0,260.3289187823091,393.83092838598736
0x66CA9a34133F3D5dB720a64Cef2Af66C1Ef53428,18.432041599729793,12.183891905780875,12183891905780875000,0,0,12.183891905780875,18.432041599729793
0xEE6619E5A1891dD84eb988fF647646d2cbC313A3,365.53463962742546,241.62459231344224,241624592313442200000,9.003068978797861,9003068978797861000,250.6276612922401,365.53463962742546
0x67bD7C336eb202239423CD1639AE8A508F6084Ee,3337.1738577434535,2205.9284823955727,2.2059284823955727e+21,0,0,2205.9284823955727,3337.1738577434535
0x2D2E638299BC57B90a93a46c10de2d6CF0c90690,1384.4417092470653,915.1394349917284,915139434991728300000,0,0,915.1394349917284,1384.4417092470653
0x0089D65b21ee0d8915da224b2c17132502184b97,126.62444486250153,83.70090423715439,83700904237154370000,3.5916290039976855,3591629003997685000,87.29253324115207,132.05793489380025
